CustomerID,recency,frequency,monetary,cluster,segment
13761,50,6,1952.17,1,Loyal Customers
13762,218,5,2472.48,1,Loyal Customers
13763,63,3,5217.4400000000005,1,Loyal Customers
13764,70,6,2953.26,1,Loyal Customers
13765,653,1,352.821,0,At Risk
13766,495,1,190.35,0,At Risk
13767,2,73,35540.53,3,Champions
13768,726,2,875.97,0,At Risk
13769,2,20,5800.42,3,Champions
13770,422,4,785.37,1,Loyal Customers
13771,64,9,5728.82,3,Champions
13772,33,8,3114.22,3,Champions
13773,396,2,301.54,0,At Risk
13774,81,1,345.0,0,At Risk
13775,590,1,1049.66,0,At Risk
13776,428,2,623.98,0,At Risk
13777,0,61,56478.42,3,Champions
13778,103,4,1124.49,1,Loyal Customers
13779,515,1,161.13,0,At Risk
13780,7,3,735.82,2,Potential Customers
13781,250,3,778.83,1,Loyal Customers
13782,12,13,1793.72,3,Champions
13783,487,4,1542.09,1,Loyal Customers
13784,9,14,2910.23,3,Champions
13785,428,4,542.49,1,Loyal Customers
13786,367,6,3358.94,1,Loyal Customers
13787,75,6,1222.5,1,Loyal Customers
13788,505,1,3.75,0,At Risk
13789,388,1,239.45999999999998,0,At Risk
13790,4,1,348.8,2,Potential Customers
13791,127,2,1516.0,1,Loyal Customers
13792,66,3,383.95,2,Potential Customers
13793,646,1,96.0,0,At Risk
13794,546,1,126.03,0,At Risk
13795,388,4,836.3,1,Loyal Customers
13796,499,1,289.7,0,At Risk
13797,436,3,1179.45,1,Loyal Customers
13798,1,110,75836.87,3,Champions
13799,116,9,2803.57,1,Loyal Customers
13800,309,3,1679.56,1,Loyal Customers
13801,66,1,324.8,0,At Risk
13802,138,19,26259.11,3,Champions
13803,255,3,1338.91,1,Loyal Customers
13804,30,9,3208.52,3,Champions
13805,52,2,924.6,2,Potential Customers
13806,63,1,256.38,0,At Risk
13807,367,3,534.8,0,At Risk
13808,5,5,1747.66,2,Potential Customers
13809,305,3,679.7,1,Loyal Customers
13810,28,3,1499.01,2,Potential Customers
13811,183,3,814.5,1,Loyal Customers
13812,42,3,539.0,2,Potential Customers
13813,39,8,2765.47,1,Loyal Customers
13814,92,3,2257.32,1,Loyal Customers
13815,22,8,7475.74,3,Champions
13816,23,2,571.6700000000001,2,Potential Customers
13817,29,2,382.98,2,Potential Customers
13818,429,1,61.28,0,At Risk
13819,301,6,2642.35,1,Loyal Customers
13820,418,3,660.65,0,At Risk
13821,144,6,1410.73,1,Loyal Customers
13822,5,2,632.0,2,Potential Customers
13823,18,7,3403.4500000000003,3,Champions
13824,32,12,3314.76,3,Champions
13825,621,2,255.59,0,At Risk
13826,176,1,189.5,0,At Risk
13827,57,3,412.05,2,Potential Customers
13828,22,1,209.49,2,Potential Customers
13829,421,1,102.0,0,At Risk
13830,581,1,156.85000000000002,0,At Risk
13831,16,18,7023.58,3,Champions
13832,19,2,613.6899999999999,2,Potential Customers
13833,159,2,701.36,0,At Risk
13834,576,2,324.19,0,At Risk
13835,25,7,1095.27,2,Potential Customers
13836,399,2,620.37,0,At Risk
13837,211,2,271.24,0,At Risk
13838,5,10,1966.09,3,Champions
13839,486,1,139.95000000000002,0,At Risk
13840,416,1,651.4,0,At Risk
13841,252,1,85.0,0,At Risk
13842,58,18,5629.91,3,Champions
13843,381,1,319.75,0,At Risk
13844,11,1,361.62,2,Potential Customers
13845,64,1,312.98,0,At Risk
13846,24,4,1307.79,2,Potential Customers
13847,719,1,310.72,0,At Risk
13848,92,8,3335.0,1,Loyal Customers
13849,51,5,3469.3,1,Loyal Customers
13850,129,1,1595.48,1,Loyal Customers
13851,95,8,4606.46,1,Loyal Customers
13852,610,1,187.35000000000002,0,At Risk
13853,57,1,1090.14,2,Potential Customers
13854,8,39,12253.96,3,Champions
13855,500,4,1310.3400000000001,1,Loyal Customers
13856,168,11,1142.03,1,Loyal Customers
13857,393,6,1001.01,1,Loyal Customers
13858,57,1,216.17,0,At Risk
13859,326,2,515.86,0,At Risk
13860,1,5,1245.9,2,Potential Customers
13861,429,2,273.26,0,At Risk
13862,18,9,2556.09,3,Champions
13863,247,4,1239.55,1,Loyal Customers
13864,386,1,662.4000000000001,0,At Risk
13865,58,4,501.56,2,Potential Customers
13866,74,1,145.67000000000002,0,At Risk
13867,31,3,1015.29,2,Potential Customers
13868,7,2,3192.54,2,Potential Customers
13869,123,10,8111.57,1,Loyal Customers
13870,2,15,5712.08,3,Champions
13871,22,17,7885.85,3,Champions
13872,527,3,919.57,1,Loyal Customers
13873,119,8,1038.92,1,Loyal Customers
13874,358,7,2049.15,1,Loyal Customers
13875,53,14,4814.37,3,Champions
13876,63,1,122.7,0,At Risk
13877,86,3,449.68,2,Potential Customers
13878,54,4,2473.06,1,Loyal Customers
13879,645,1,395.5,0,At Risk
13880,21,17,4391.66,3,Champions
13881,3,43,45179.1,3,Champions
13882,2,5,1191.13,2,Potential Customers
13883,10,15,6560.02,3,Champions
13884,7,10,1888.48,3,Champions
13885,189,2,506.8,0,At Risk
13886,71,1,243.56,0,At Risk
13887,204,1,349.55,0,At Risk
13888,119,7,2169.05,1,Loyal Customers
13889,92,6,1991.23,1,Loyal Customers
13890,1,14,2927.38,3,Champions
13891,378,3,863.5600000000001,1,Loyal Customers
13892,26,6,1267.6499999999999,2,Potential Customers
13893,297,1,821.1,0,At Risk
13894,23,3,564.62,2,Potential Customers
13895,28,6,4008.52,3,Champions
13896,625,1,388.55,0,At Risk
13897,50,3,1160.72,2,Potential Customers
13898,325,2,686.4,0,At Risk
13899,16,2,388.52,2,Potential Customers
13900,183,6,1610.59,1,Loyal Customers
13901,72,15,5676.34,3,Champions
13902,632,5,34095.26,1,Loyal Customers
13903,400,1,165.45000000000002,0,At Risk
13904,37,2,332.64,2,Potential Customers
13905,732,1,312.65,0,At Risk
13906,409,1,42.0,0,At Risk
13907,691,1,136.8,0,At Risk
13908,79,4,2369.55,1,Loyal Customers
13909,423,2,286.6,0,At Risk
13911,57,20,4234.99,3,Champions
13912,423,1,124.95,0,At Risk
13913,506,1,42.22,0,At Risk
13914,11,2,626.45,2,Potential Customers
13915,394,1,70.80000000000001,0,At Risk
13916,463,4,1275.81,1,Loyal Customers
13917,49,2,272.04,2,Potential Customers
13918,49,2,1212.8400000000001,2,Potential Customers
13919,59,4,1360.68,1,Loyal Customers
13920,431,4,1774.68,1,Loyal Customers
13921,402,4,730.7,1,Loyal Customers
13922,351,3,865.2,1,Loyal Customers
13923,53,1,351.13,2,Potential Customers
13924,1,6,1838.8500000000001,2,Potential Customers
13925,92,4,678.25,1,Loyal Customers
13926,23,1,223.85000000000002,2,Potential Customers
13927,74,2,708.26,2,Potential Customers
13928,10,4,464.57,2,Potential Customers
13929,169,11,3494.1,1,Loyal Customers
13930,57,2,337.34,2,Potential Customers
13931,95,11,5257.38,1,Loyal Customers
13932,294,1,307.4,0,At Risk
13933,109,2,608.7900000000001,0,At Risk
13934,263,1,922.1,0,At Risk
13935,596,3,6116.92,1,Loyal Customers
13936,179,3,939.66,1,Loyal Customers
13937,169,2,880.13,1,Loyal Customers
13938,35,1,71.66,0,At Risk
13939,23,7,1560.96,2,Potential Customers
13940,17,4,839.14,2,Potential Customers
13941,21,15,11122.300000000001,3,Champions
13942,534,1,320.0,0,At Risk
13943,577,1,246.54,0,At Risk
13944,653,1,200.43,0,At Risk
13945,394,2,854.15,0,At Risk
13946,79,6,1876.23,1,Loyal Customers
13947,65,1,90.6,0,At Risk
13948,360,4,548.76,1,Loyal Customers
13949,2,6,2427.32,3,Champions
13950,11,4,745.06,2,Potential Customers
13951,176,3,674.45,1,Loyal Customers
13952,217,14,12823.521,3,Champions
13953,7,12,6640.68,3,Champions
13954,1,2,439.92,2,Potential Customers
13955,154,3,545.17,1,Loyal Customers
13956,5,5,1026.42,2,Potential Customers
13957,417,3,458.25,0,At Risk
13958,379,8,4709.2300000000005,1,Loyal Customers
13959,79,6,1076.18,1,Loyal Customers
13960,21,2,230.22,2,Potential Customers
13961,392,1,538.4,0,At Risk
13962,21,3,362.8,2,Potential Customers
13963,308,17,3011.87,1,Loyal Customers
13964,387,2,438.9,0,At Risk
13965,476,3,996.61,1,Loyal Customers
13966,435,1,390.86,0,At Risk
13967,145,2,166.3,0,At Risk
13968,423,1,123.66,0,At Risk
13969,7,35,13365.87,3,Champions
13970,386,2,846.55,0,At Risk
13971,18,14,4667.57,3,Champions
13972,70,2,190.25,0,At Risk
13973,287,1,264.7,0,At Risk
13974,49,2,677.72,2,Potential Customers
13975,31,12,5358.84,3,Champions
13976,206,4,1192.36,1,Loyal Customers
13977,411,1,519.8100000000001,0,At Risk
13978,14,2,196.79000000000002,2,Potential Customers
13979,73,7,3416.23,1,Loyal Customers
13980,60,5,799.92,1,Loyal Customers
13981,415,1,331.14,0,At Risk
13982,39,9,4445.59,3,Champions
13983,29,21,7108.45,3,Champions
13984,26,12,2048.6,3,Champions
13985,4,22,10020.86,3,Champions
13986,17,1,320.46,2,Potential Customers
13987,379,2,682.54,0,At Risk
13988,19,8,4757.8,3,Champions
13989,65,5,2026.06,1,Loyal Customers
13990,213,1,311.3,0,At Risk
13991,12,6,855.97,2,Potential Customers
13992,30,3,219.5,2,Potential Customers
13993,42,19,6775.71,3,Champions
13994,3,6,2313.14,3,Champions
13995,15,14,3902.01,3,Champions
13996,386,2,895.76,0,At Risk
13997,519,3,382.31,0,At Risk
13998,446,3,566.7,0,At Risk
13999,10,29,9502.26,3,Champions
14000,211,5,2046.3400000000001,1,Loyal Customers
14001,45,9,4530.09,3,Champions
14002,134,2,529.73,0,At Risk
14003,732,1,209.41,0,At Risk
14004,43,11,6258.45,3,Champions
14005,9,5,2874.72,2,Potential Customers
14006,115,7,2196.67,1,Loyal Customers
14007,512,1,79.48,0,At Risk
14008,432,1,509.04,0,At Risk
14009,198,3,1099.91,1,Loyal Customers
14010,565,2,445.15,0,At Risk
14011,480,2,457.82,0,At Risk
14012,277,1,328.8,0,At Risk
14013,110,5,1084.57,1,Loyal Customers
14014,77,3,1948.21,1,Loyal Customers
14015,52,1,917.34,2,Potential Customers
14016,161,11,11403.41,1,Loyal Customers
14017,571,1,229.75,0,At Risk
14018,645,1,367.15000000000003,0,At Risk
14019,46,3,1421.61,2,Potential Customers
14020,16,4,1249.01,2,Potential Customers
14021,155,7,1716.58,1,Loyal Customers
14022,225,2,792.15,0,At Risk
14023,7,2,584.07,2,Potential Customers
14024,121,3,645.74,1,Loyal Customers
14025,464,8,4057.9,1,Loyal Customers
14026,470,2,713.11,0,At Risk
14027,60,1,104.82,0,At Risk
14028,550,3,10396.5,1,Loyal Customers
14029,63,2,467.66,2,Potential Customers
14030,18,20,8262.29,3,Champions
14031,7,44,40999.17,3,Champions
14032,2,16,4850.2699999999995,3,Champions
14033,555,1,109.44,0,At Risk
14034,22,3,651.8199999999999,2,Potential Customers
14035,28,9,2856.72,3,Champions
14036,284,1,626.65,0,At Risk
14037,176,6,836.95,1,Loyal Customers
14038,78,5,3069.88,1,Loyal Customers
14039,33,2,267.28000000000003,2,Potential Customers
14040,40,35,12645.57,3,Champions
14041,266,1,141.41,0,At Risk
14042,725,1,431.98,0,At Risk
14043,491,2,304.25,0,At Risk
14044,26,10,3123.1,3,Champions
14045,109,16,11313.029999999999,3,Champions
14046,284,1,154.99,0,At Risk
14047,8,14,4255.03,3,Champions
14048,305,3,748.69,1,Loyal Customers
14049,16,13,13239.03,3,Champions
14050,31,2,746.36,2,Potential Customers
14051,0,37,22434.0,3,Champions
14052,19,2,480.81,2,Potential Customers
14053,124,4,572.3,1,Loyal Customers
14054,65,1,92.46,0,At Risk
14055,106,3,1520.96,1,Loyal Customers
14056,1,23,8214.65,3,Champions
14057,23,22,8408.84,3,Champions
14058,462,2,469.19,0,At Risk
14059,266,1,183.6,0,At Risk
14060,4,30,9519.08,3,Champions
14061,507,3,917.4300000000001,1,Loyal Customers
14062,9,24,25604.2,3,Champions
14063,438,9,22710.2,1,Loyal Customers
14064,29,15,3332.42,3,Champions
14065,389,3,891.02,1,Loyal Customers
14066,266,1,152.55,0,At Risk
14067,63,2,374.7,2,Potential Customers
14068,320,4,1528.3700000000001,1,Loyal Customers
14069,514,2,230.06,0,At Risk
14070,684,1,326.55,0,At Risk
14071,3,8,1438.82,3,Champions
14072,666,1,390.85,0,At Risk
14073,32,1,151.04,2,Potential Customers
14074,623,1,219.39999999999998,0,At Risk
14075,4,6,1734.87,2,Potential Customers
14076,129,1,122.47,0,At Risk
14077,40,6,615.0799999999999,2,Potential Customers
14078,101,9,1692.6299999999999,1,Loyal Customers
14079,124,2,618.73,0,At Risk
14080,32,5,1115.68,2,Potential Customers
14081,302,10,5370.1,1,Loyal Customers
14082,364,2,413.36,0,At Risk
14083,4,11,1407.26,3,Champions
14084,512,1,150.5,0,At Risk
14085,2,33,10104.97,3,Champions
14086,462,1,39.95,0,At Risk
14087,2,3,846.22,2,Potential Customers
14088,10,16,64036.8,3,Champions
14089,56,1,161.0,0,At Risk
14090,324,1,76.32000000000001,0,At Risk
14091,654,2,9530.08,1,Loyal Customers
14092,7,24,7229.45,3,Champions
14093,12,1,442.85,2,Potential Customers
14094,439,1,335.22,0,At Risk
14095,722,1,2.95,0,At Risk
14096,4,17,65164.79,3,Champions
14097,481,2,422.85999999999996,0,At Risk
14098,36,1,147.35,2,Potential Customers
14099,16,20,5765.71,3,Champions
14100,137,1,194.9,0,At Risk
14101,73,13,9961.93,3,Champions
14102,5,5,1360.28,2,Potential Customers
14104,154,5,771.5799999999999,1,Loyal Customers
14105,239,5,5988.83,1,Loyal Customers
14106,737,1,214.79999999999998,0,At Risk
14107,51,11,4877.3,3,Champions
14108,30,4,1044.96,2,Potential Customers
14109,72,1,144.2,0,At Risk
14110,3,33,12987.95,3,Champions
14111,14,4,692.85,2,Potential Customers
14112,22,13,5834.59,3,Champions
14113,3,16,7092.610000000001,3,Champions
14114,273,7,1364.09,1,Loyal Customers
14115,501,2,622.6700000000001,0,At Risk
14116,19,5,1382.74,2,Potential Customers
14117,143,1,90.0,0,At Risk
14118,428,1,458.45,0,At Risk
14119,375,2,183.37,0,At Risk
14121,3,4,2780.15,2,Potential Customers
14122,406,3,362.42,0,At Risk
14123,733,1,436.18,0,At Risk
14124,84,1,419.58000000000004,0,At Risk
14125,10,3,2740.43,2,Potential Customers
14126,7,4,1172.46,2,Potential Customers
14127,122,6,1900.0800000000002,1,Loyal Customers
14128,60,3,924.21,2,Potential Customers
14129,1,9,2591.34,3,Champions
14130,319,4,1882.67,1,Loyal Customers
14131,648,1,187.87,0,At Risk
14132,2,11,3586.0299999999997,3,Champions
14133,129,4,911.14,1,Loyal Customers
14134,382,15,11123.35,1,Loyal Customers
14135,1,24,9643.92,3,Champions
14136,400,5,1570.81,1,Loyal Customers
14137,695,1,332.7,0,At Risk
14138,1,2,982.3800000000001,2,Potential Customers
14139,46,4,1086.8,2,Potential Customers
14140,3,2,935.05,2,Potential Customers
14141,2,4,915.13,2,Potential Customers
14142,373,2,983.15,0,At Risk
14143,133,1,115.8,0,At Risk
14144,486,1,30.599999999999998,0,At Risk
14145,46,7,7600.05,3,Champions
14146,8,12,9450.3,3,Champions
14147,78,9,2590.2,1,Loyal Customers
14148,233,2,466.29,0,At Risk
14149,220,1,446.62,0,At Risk
14150,35,2,658.64,2,Potential Customers
14151,673,2,679.45,0,At Risk
14152,75,7,1997.3400000000001,1,Loyal Customers
14153,483,1,233.4,0,At Risk
14154,239,8,6460.7,1,Loyal Customers
14155,266,1,118.75,0,At Risk
14156,9,156,313946.37,3,Champions
14157,19,5,1002.78,2,Potential Customers
14158,40,1,507.66,2,Potential Customers
14159,19,20,7938.01,3,Champions
14160,610,7,8421.47,1,Loyal Customers
14161,215,7,3318.88,1,Loyal Customers
14162,173,2,289.36,0,At Risk
14163,87,5,2594.62,1,Loyal Customers
14164,70,2,1631.77,1,Loyal Customers
14165,275,1,122.53999999999999,0,At Risk
14166,505,2,256.85,0,At Risk
14167,39,8,1296.49,1,Loyal Customers
14168,420,2,370.45,0,At Risk
14169,430,2,624.4300000000001,0,At Risk
14170,375,3,597.33,0,At Risk
14171,98,2,498.79,0,At Risk
14172,605,3,402.72,0,At Risk
14173,10,6,586.0,2,Potential Customers
14174,33,1,134.46,2,Potential Customers
14175,59,8,7678.88,3,Champions
14176,297,5,916.01,1,Loyal Customers
14177,86,13,2229.34,1,Loyal Customers
14178,8,7,1620.93,2,Potential Customers
14179,40,2,719.78,2,Potential Customers
14180,10,33,6319.25,3,Champions
14181,410,2,310.55,0,At Risk
14182,443,4,678.77,1,Loyal Customers
14183,411,2,286.29,0,At Risk
14184,66,1,452.89,0,At Risk
14185,331,1,197.65,0,At Risk
14186,427,5,1550.63,1,Loyal Customers
14187,473,1,123.5,0,At Risk
14188,30,6,2054.36,1,Loyal Customers
14189,2,16,5814.39,3,Champions
14190,666,1,79.9,0,At Risk
14191,1,15,4817.66,3,Champions
14192,388,1,293.74,0,At Risk
14193,67,3,1210.19,1,Loyal Customers
14194,4,36,18670.59,3,Champions
14195,201,6,2615.6,1,Loyal Customers
14196,106,1,335.52,0,At Risk
14197,410,1,390.05,0,At Risk
14198,18,9,1569.73,3,Champions
14199,218,4,1091.7,1,Loyal Customers
14200,617,1,379.2,0,At Risk
14201,60,10,1193.54,1,Loyal Customers
14202,381,3,847.76,1,Loyal Customers
14203,397,1,339.34,0,At Risk
14204,2,4,1062.96,2,Potential Customers
14205,16,9,2414.2,3,Champions
14206,239,3,1185.01,1,Loyal Customers
14207,687,1,157.8,0,At Risk
14208,94,2,567.05,2,Potential Customers
14209,10,15,4993.27,3,Champions
14210,105,16,5861.52,3,Champions
14211,53,18,4402.29,3,Champions
14212,89,2,2190.14,1,Loyal Customers
14213,404,1,1192.2,0,At Risk
14214,30,5,1004.38,2,Potential Customers
14215,11,9,3416.33,3,Champions
14216,3,5,2150.04,2,Potential Customers
14217,1,23,3416.89,3,Champions
14218,42,1,169.48000000000002,2,Potential Customers
14219,4,3,633.83,2,Potential Customers
14220,247,4,1515.0,1,Loyal Customers
14221,42,17,6517.49,3,Champions
14222,177,1,683.17,0,At Risk
14223,92,3,991.13,1,Loyal Customers
14224,110,9,1897.9,1,Loyal Customers
14225,434,4,2037.02,1,Loyal Customers
14226,28,6,3002.53,1,Loyal Customers
14227,26,15,6368.71,3,Champions
14228,437,3,745.5,1,Loyal Customers
14229,51,7,2594.04,1,Loyal Customers
14230,435,3,979.8000000000001,1,Loyal Customers
14231,183,4,1235.6200000000001,1,Loyal Customers
14232,42,5,2048.07,1,Loyal Customers
14233,49,7,2904.27,1,Loyal Customers
14234,22,4,775.46,2,Potential Customers
14235,75,9,4717.99,1,Loyal Customers
14236,80,5,1744.64,1,Loyal Customers
14237,373,2,632.14,0,At Risk
14238,326,3,434.23,0,At Risk
14239,43,21,4263.17,3,Champions
14240,30,3,1247.49,2,Potential Customers
14241,183,2,333.70000000000005,0,At Risk
14242,234,2,280.55,0,At Risk
14243,8,17,7431.05,3,Champions
14244,660,1,366.41999999999996,0,At Risk
14245,219,2,1693.45,1,Loyal Customers
14246,110,3,1474.06,1,Loyal Customers
14247,278,5,772.66,1,Loyal Customers
14248,318,3,1032.95,1,Loyal Customers
14249,410,12,5625.461,1,Loyal Customers
14250,7,3,1904.05,2,Potential Customers
14251,1,5,2879.7000000000003,3,Champions
14252,381,1,350.99,0,At Risk
14253,493,2,363.40000000000003,0,At Risk
14254,432,1,601.03,0,At Risk
14255,546,1,1000.63,0,At Risk
14256,260,5,2473.9900000000002,1,Loyal Customers
14257,64,9,5954.45,3,Champions
14258,9,25,32051.34,3,Champions
14259,141,1,120.0,0,At Risk
14260,471,3,824.28,1,Loyal Customers
14261,50,2,1163.45,2,Potential Customers
14262,8,8,2618.23,3,Champions
14263,423,1,322.93,0,At Risk
14264,154,6,1517.3600000000001,1,Loyal Customers
14265,109,4,1373.35,1,Loyal Customers
14266,428,1,40.56,0,At Risk
14267,162,3,1516.24,1,Loyal Customers
14268,470,1,354.85,0,At Risk
14269,439,1,295.73,0,At Risk
14270,331,1,492.65000000000003,0,At Risk
14271,225,2,219.13,0,At Risk
14272,73,4,920.81,1,Loyal Customers
14273,51,4,559.97,2,Potential Customers
14274,686,1,256.6,0,At Risk
14275,395,6,1189.3799999999999,1,Loyal Customers
14276,98,7,2102.68,1,Loyal Customers
14277,15,9,17225.81,3,Champions
14278,409,1,205.83,0,At Risk
14279,520,2,191.86,0,At Risk
14280,196,1,134.04,0,At Risk
14281,408,1,245.15,0,At Risk
14282,3,25,7849.66,3,Champions
14283,463,4,628.4399999999999,1,Loyal Customers
14284,30,3,1299.65,2,Potential Customers
14285,21,8,3284.42,3,Champions
14286,23,7,8479.76,3,Champions
14287,8,3,176.63,2,Potential Customers
14288,213,1,426.6,0,At Risk
14289,8,6,911.26,2,Potential Customers
14290,11,8,4516.56,3,Champions
14291,1,23,7904.1,3,Champions
14292,7,16,9226.25,3,Champions
14293,3,9,3267.9300000000003,3,Champions
14294,407,1,375.34,0,At Risk
14295,40,5,2362.91,1,Loyal Customers
14296,421,2,456.40000000000003,0,At Risk
14297,17,4,1305.33,2,Potential Customers
14298,8,82,91194.49,3,Champions
14299,8,27,14499.49,3,Champions
14300,18,1,43.2,2,Potential Customers
14301,117,4,1992.18,1,Loyal Customers
14302,430,3,742.9000000000001,1,Loyal Customers
14303,407,2,277.94,0,At Risk
14304,222,3,1725.01,1,Loyal Customers
14305,71,3,1858.96,1,Loyal Customers
14306,51,6,3151.4,1,Loyal Customers
14307,88,10,5071.03,1,Loyal Customers
14308,549,2,1147.02,0,At Risk
14309,8,11,3780.81,3,Champions
14310,432,1,492.1,0,At Risk
14311,242,2,516.45,0,At Risk
14312,46,11,3090.29,3,Champions
14314,106,2,229.8,0,At Risk
14315,44,8,3197.82,1,Loyal Customers
14316,422,5,1370.34,1,Loyal Customers
14317,64,1,508.58000000000004,2,Potential Customers
14318,460,1,158.02,0,At Risk
14319,424,1,494.85,0,At Risk
14320,206,5,1346.75,1,Loyal Customers
14321,10,7,2218.06,3,Champions
14322,429,4,474.1,0,At Risk
14323,114,2,605.0600000000001,0,At Risk
14324,409,2,701.61,0,At Risk
14325,569,1,245.48000000000002,0,At Risk
14326,242,3,940.98,1,Loyal Customers
14327,163,6,1894.93,1,Loyal Customers
14328,438,1,445.05,0,At Risk
14329,17,15,9927.22,3,Champions
14330,623,1,200.63,0,At Risk
14331,124,2,462.65999999999997,0,At Risk
14332,22,5,1943.51,2,Potential Customers
14333,67,1,415.2,0,At Risk
14334,16,12,4318.48,3,Champions
14335,16,2,468.26,2,Potential Customers
14336,16,4,1614.91,2,Potential Customers
14338,161,3,928.1,1,Loyal Customers
14339,242,2,620.27,0,At Risk
14340,218,1,134.7,0,At Risk
14341,45,18,4467.32,3,Champions
14342,21,6,918.44,2,Potential Customers
14343,421,4,1088.91,1,Loyal Customers
14344,127,20,3333.7000000000003,3,Champions
14345,38,1,108.97999999999999,0,At Risk
14346,120,5,2315.75,1,Loyal Customers
14347,736,1,82.6,0,At Risk
14348,260,1,409.57,0,At Risk
14349,10,1,133.5,2,Potential Customers
14350,274,3,972.03,1,Loyal Customers
14351,164,1,51.0,0,At Risk
14352,157,4,1078.96,1,Loyal Customers
14353,215,3,376.5,0,At Risk
14354,5,2,163.62,2,Potential Customers
14355,365,3,1014.45,1,Loyal Customers
14356,79,2,701.23,2,Potential Customers
14357,43,1,225.77,2,Potential Customers
14358,389,2,400.06,0,At Risk
14359,19,3,912.18,2,Potential Customers
14360,31,4,2128.23,2,Potential Customers
14361,578,1,214.70999999999998,0,At Risk
14362,22,1,161.2,2,Potential Customers
14363,402,2,227.47000000000003,0,At Risk
14364,108,8,3717.35,1,Loyal Customers
14365,394,2,634.68,0,At Risk
14366,525,1,136.0,0,At Risk
14367,8,16,9261.52,3,Champions
14368,319,1,155.0,0,At Risk
14369,642,2,469.13,0,At Risk
14370,450,6,1175.78,1,Loyal Customers
14371,295,1,100.5,0,At Risk
14372,443,2,860.08,0,At Risk
14373,358,1,76.55,0,At Risk
14374,541,1,108.0,0,At Risk
14375,185,3,1132.99,1,Loyal Customers
14376,683,1,215.46,0,At Risk
14377,191,2,617.05,0,At Risk
14378,621,1,131.25,0,At Risk
14379,44,4,1268.91,2,Potential Customers
14380,682,1,48.96,0,At Risk
14381,52,2,631.34,2,Potential Customers
14382,26,2,1246.8,2,Potential Customers
14383,38,3,1247.69,2,Potential Customers
14384,500,1,58.5,0,At Risk
14385,9,3,202.11,2,Potential Customers
14386,296,1,142.4,0,At Risk
14387,32,3,1770.56,2,Potential Customers
14388,10,16,6701.0,3,Champions
14389,65,5,1898.01,1,Loyal Customers
14390,10,13,6399.83,3,Champions
14391,576,1,135.6,0,At Risk
14392,432,1,266.4,0,At Risk
14393,218,1,67.95,0,At Risk
14394,564,1,93.8,0,At Risk
14395,2,20,8208.01,3,Champions
14396,65,7,2121.93,1,Loyal Customers
14397,2,19,2612.96,3,Champions
14398,401,2,707.79,0,At Risk
14399,394,8,2113.16,1,Loyal Customers
14400,149,3,1732.47,1,Loyal Customers
14401,4,22,6795.9,3,Champions
14402,652,1,285.6,0,At Risk
14403,130,6,1880.51,1,Loyal Customers
14404,33,13,2899.11,3,Champions
14405,386,1,195.0,0,At Risk
14406,119,1,156.75,0,At Risk
14407,107,6,2157.73,1,Loyal Customers
14408,10,11,4109.77,3,Champions
14409,71,9,3756.09,1,Loyal Customers
14410,92,11,2651.14,1,Loyal Customers
14411,310,1,1063.0,0,At Risk
14412,42,3,1426.19,2,Potential Customers
14413,362,4,770.37,1,Loyal Customers
14414,91,8,2399.33,1,Loyal Customers
14415,1,23,12091.6,3,Champions
14416,22,2,490.22,2,Potential Customers
14417,387,1,604.2,0,At Risk
14418,3,3,1937.25,2,Potential Customers
14419,10,7,1260.91,2,Potential Customers
14420,99,4,1639.17,1,Loyal Customers
14421,57,6,2469.37,1,Loyal Customers
14422,0,19,10271.52,3,Champions
14423,218,3,916.6099999999999,1,Loyal Customers
14424,17,1,322.08,2,Potential Customers
14425,434,3,661.39,0,At Risk
14426,23,17,11727.94,3,Champions
14427,50,4,1263.52,1,Loyal Customers
14428,7,5,1244.83,2,Potential Customers
14429,403,1,516.28,0,At Risk
14430,511,3,1220.9,1,Loyal Customers
14431,302,4,2614.2,1,Loyal Customers
14432,9,6,2255.51,2,Potential Customers
14433,465,1,289.6,0,At Risk
14434,21,6,1372.8,2,Potential Customers
14435,501,1,90.42,0,At Risk
14436,98,2,271.70000000000005,0,At Risk
14437,365,5,958.84,1,Loyal Customers
14438,306,1,131.9,0,At Risk
14439,319,5,9443.04,1,Loyal Customers
14440,8,13,6638.7300000000005,3,Champions
14441,0,11,4611.6900000000005,3,Champions
14442,204,7,5367.0199999999995,1,Loyal Customers
14443,53,5,2386.47,1,Loyal Customers
14444,456,1,132.04,0,At Risk
14445,455,1,221.65,0,At Risk
14446,0,5,1241.31,2,Potential Customers
14447,18,6,1711.73,2,Potential Customers
14448,9,2,375.35,2,Potential Customers
14449,18,8,2482.8,3,Champions
14450,180,7,1128.44,1,Loyal Customers
14451,60,12,3308.77,3,Champions
14452,10,4,665.59,2,Potential Customers
14453,190,1,119.93,0,At Risk
14454,376,5,977.3,1,Loyal Customers
14455,432,4,628.21,1,Loyal Customers
14456,5,9,3062.4,3,Champions
14457,310,1,113.64,0,At Risk
14458,380,1,237.42,0,At Risk
14459,155,2,5375.741,1,Loyal Customers
14460,110,9,1093.5,1,Loyal Customers
14461,148,13,6713.5,1,Loyal Customers
14462,66,12,2270.01,1,Loyal Customers
14463,98,4,786.5699999999999,1,Loyal Customers
14464,568,2,111.0,0,At Risk
14465,246,11,3946.03,1,Loyal Customers
14466,29,13,4646.9,3,Champions
